report_id,date,site,location,report_type,activity,report_text,sif_potential,sif_confidence,life_saving_rule,precursor,hazard,barrier,barrier_failure,priority
SYN-0191,2024-10-29,Duliajan,Bongaigaon — Pipeline Corridor,Near Miss,Working at Height — repairing an elevated platform,"During installing cable tray at height during the morning shift, scaffold inspection tag was missing. The worker slipped near an unprotected edge. The condition created a credible potential for a fatal or permanently disabling event. The supervisor arranged a scaffold inspection.",Yes,0.87,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,High
SYN-0192,2024-08-17,Duliajan,Naharkatiya — Workshop,Near Miss,Line of Fire — loosening a seized flange,"During handling a pressurized hose after a change in the work sequence, spotter communication was unclear. A suspended load swung across the access route. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.911,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Low
SYN-0193,2024-08-30,Bongaigaon,Bongaigaon — Workshop,Near Miss,Line of Fire — handling a pressurized hose,"During loosening a seized flange during a routine maintenance task, stored energy was not assessed. The hose whipped when the coupling released. The deviation was identified early, before anyone was exposed to serious harm. The crew stepped back and reassessed the task.",No,0.751,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Medium
SYN-0194,2025-08-23,Duliajan,Duliajan — Pipeline Corridor,Hazard Report,Working at Height — repairing an elevated platform,"During installing cable tray at height during the morning shift, scaffold inspection tag was missing. The worker slipped near an unprotected edge. The condition created a credible potential for a fatal or permanently disabling event. Work stopped until a certified access system was provided.",Yes,0.962,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,High
SYN-0195,2024-06-29,Duliajan,Naharkatiya — Tank Farm,Safety Observation,Line of Fire — loosening a seized flange,"During loosening a seized flange after a change in the work sequence, spotter communication was unclear. The hose whipped when the coupling released. The condition created a credible potential for a fatal or permanently disabling event. The crew stepped back and reassessed the task.",Yes,0.813,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,High
SYN-0196,2025-02-15,Duliajan,Naharkatiya — Tank Farm,Near Miss,Energy Isolation — compressor servicing,"During valve replacement during the morning shift, missing zero-energy test. The pump unexpectedly started. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.883,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0197,2025-02-15,Naharkatiya,Bongaigaon — Tank Farm,Near Miss,Line of Fire — loosening a seized flange,"During handling a pressurized hose after a change in the work sequence, exclusion zone was not maintained. The hose whipped when the coupling released. The condition created a credible potential for a fatal or permanently disabling event. The lifting activity was paused for a new briefing.",Yes,0.943,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,exclusion zone was not maintained,High
SYN-0198,2024-05-14,Geleki,Digboi — Pipeline Corridor,Hazard Report,Confined Space — cleaning a storage tank,"During entry into a sump after a change in the work sequence, entry permit was incomplete. Oxygen readings fell below the safe limit. The deviation was identified early, before anyone was exposed to serious harm. The standby rescue team secured the area.",No,0.892,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,rescue plan was not briefed,Medium
SYN-0199,2024-01-16,Bongaigaon,Digboi — Main Gate,Safety Observation,Energy Isolation — pump maintenance,"During compressor servicing during the morning shift, missing zero-energy test. Residual pressure remained in the line. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.787,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,lockout/tagout not verified,High
SYN-0200,2024-01-01,Bongaigaon,Digboi — Tank Farm,Near Miss,Working at Height — installing cable tray at height,"During installing cable tray at height while preparing the job, toe board was not installed. The platform moved while being accessed. The deviation was identified early, before anyone was exposed to serious harm. Work stopped until a certified access system was provided.",No,0.701,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,Medium
SYN-0201,2024-06-19,Duliajan,Digboi — Tank Farm,Hazard Report,Line of Fire — handling a pressurized hose,"During loosening a seized flange during the morning shift, exclusion zone was not maintained. A suspended load swung across the access route. The deviation was identified early, before anyone was exposed to serious harm. The area was barricaded before continuing.",No,0.842,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,Low
SYN-0202,2024-07-09,Duliajan,Naharkatiya — Process Unit,Hazard Report,Confined Space — entry into a sump,"During entry into a sump after a change in the work sequence, rescue plan was not briefed. The attendant lost radio contact with the entrant. The condition created a credible potential for a fatal or permanently disabling event. Ventilation was increased and the permit was reviewed.",Yes,0.865,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,entry permit was incomplete,High
